Date,RecFumbTeam,Punter,Muffed,HomeTeam,AwayTeam,desc
2012-11-25,BUF,S.Powell,False,IND,BUF,"(13:30) S.Powell punts 55 yards to IND 29, Center-G.Sanborn. T.Hilton to IND 47 for 18 yards (N.Bradham). FUMBLES (N.Bradham), RECOVERED by BUF-C.McIntyre at IND 48. C.McIntyre to IND 41 for 7 yards (S.Brown). Play Challenged by Replay Assistant and REVERSED. S.Powell punts 55 yards to IND 29, Center-G.Sanborn. T.Hilton to IND 47 for 18 yards (N.Bradham). IND-T.Hilton was injured during the play. His return is Probable."
2012-12-09,,J.Hekker,False,BUF,STL,"(15:00) (Punt formation) J.Hekker FUMBLES (Aborted) at STL 36, and recovers at STL 36. J.Hekker punts 0 yards to BUF 49, downed by STL."
2012-12-09,SEA,J.Ryan,False,SEA,ARI,"(:36) J.Ryan punts 46 yards to ARI 24, Center-C.Gresham. P.Peterson to ARI 35 for 11 yards (B.Maxwell). FUMBLES (B.Maxwell), RECOVERED by SEA-B.Maxwell at ARI 35. B.Maxwell to ARI 24 for 11 yards (J.Dray)."
2012-12-16,CHI,A.Podlesh,False,CHI,GB,"(8:11) (Punt formation) A.Podlesh punts 47 yards to GB 23, Center-P.Mannelly. R.Cobb to GB 20 for -3 yards. FUMBLES, RECOVERED by CHI-A.Walters at GB 16. A.Walters to GB 16 for no gain (J.Bush). Penalty on GB-J.Bush, Offensive Holding, declined. #18 Cobb attempted a backwards pass to #10 Ross.  Ross did not complete the reception and thus the fumble is charged to #18 Cobb."
2012-12-16,STL,C.Kluwe,False,STL,MIN,"(3:31) C.Kluwe punts 34 yards to STL 15, Center-C.Loeffler. D.Amendola to STL 9 for -6 yards. Pass back to J.Jenkins to STL 14 for 5 yards (M.Mitchell). FUMBLES (M.Mitchell), recovered by STL-M.Haggan at STL 12. M.Haggan to STL 12 for no gain (C.Loeffler)."
2012-12-16,DAL,B.Moorman,False,DAL,PIT,"(10:18) (Punt formation) B.Moorman punts 60 yards to PIT 16, Center-L.Ladouceur. A.Brown to PIT 38 for 22 yards (V.Butler). FUMBLES (V.Butler), RECOVERED by DAL-J.Phillips at PIT 44."
2012-12-23,OAK,S.Lechler,False,CAR,OAK,"(13:10) S.Lechler punts 61 yards to CAR 18, Center-J.Condo. J.Adams to CAR 33 for 15 yards (C.Chekwa). FUMBLES (C.Chekwa), RECOVERED by OAK-R.Gordon at CAR 32."
2013-09-08,SEA,J.Ryan,True,CAR,SEA,"(12:49) J.Ryan punts 42 yards to CAR 31, Center-C.Gresham. J.Thomas to CAR 31 for no gain. FUMBLES, RECOVERED by SEA-C.Maragos at CAR 34. PENALTY on SEA-K.Wright, Taunting, 15 yards, enforced at CAR 34."
2013-09-22,NYG,S.Weatherford,True,CAR,NYG,"(:52) S.Weatherford punts 32 yards to NYG 44, Center-Z.DeOssie. R.Brockel to NYG 44 for no gain. FUMBLES, RECOVERED by NYG-L.Donnell at NYG 38. L.Donnell to NYG 38 for no gain (M.Addison)."
2013-09-22,ARI,T.Morstead,False,NO,ARI,"(10:35) T.Morstead punts 53 yards to ARI 32, Center-J.Drescher. P.Peterson to ARI 39 for 7 yards (K.Reddick). FUMBLES (K.Reddick), recovered by ARI-S.Acho at ARI 39. S.Acho to ARI 39 for no gain (R.Humber)."
2013-09-22,,S.Lanning,True,MIN,CLE,"(1:15) S.Lanning punts 44 yards to MIN 28, Center-C.Yount. M.Sherels to MIN 28 for no gain. FUMBLES, and recovers at MIN 28. M.Sherels to MIN 28 for no gain (Team)."
2013-09-22,MIA,B.Fields,False,MIA,ATL,"(1:58) (Punt formation) B.Fields punts 53 yards to ATL 22, Center-J.Denney. H.Douglas to ATL 21 for -1 yards (D.Jones). FUMBLES (D.Jones), RECOVERED by MIA-J.Denney at ATL 19. J.Denney to ATL 19 for no gain (T.DeCoud)."
2013-09-26,,A.Lee,False,STL,SF,"(14:53) A.Lee punts 57 yards to STL 12, Center-K.McDermott. T.Austin to STL 6 for -6 yards (A.Dixon). FUMBLES (A.Dixon), and recovers at STL 8. T.Austin to STL 8 for no gain (M.Wilhoite)."
2013-10-10,CHI,S.Weatherford,False,CHI,NYG,"(9:45) (Punt formation) S.Weatherford punts 51 yards to CHI 36, Center-Z.DeOssie. D.Hester to CHI 36 for no gain (T.McBride). FUMBLES (T.McBride), recovered by CHI-E.Weems at CHI 29. E.Weems to CHI 29 for no gain (Team). PENALTY on CHI-C.Wilson, Illegal Block Above the Waist, 10 yards, enforced at CHI 29."
2013-10-20,TB,M.Koenen,False,ATL,TB,"(13:30) M.Koenen punts 53 yards to ATL 23, Center-A.Economos. R.Alford to ATL 27 for 4 yards (B.Leonard). FUMBLES (B.Leonard), RECOVERED by TB-D.Watson at ATL 23. D.Watson to ATL 23 for no gain (B.Robiskie). Penalty on ATL-D.Franks, Offensive Holding, declined."
2013-10-20,,S.Lanning,False,GB,CLE,"(14:09) S.Lanning punts 37 yards to GB 42, Center-C.Yount. M.Hyde to CLE 40 for 18 yards (Q.Groves). FUMBLES (Q.Groves), and recovers at CLE 40. M.Hyde to CLE 40 for no gain (C.Owens)."
2013-10-20,IND,P.McAfee,True,IND,DEN,"(1:42) P.McAfee punts 54 yards to DEN 7, Center-M.Overton. T.Holliday pushed ob at DEN 14 for 7 yards (S.Havili). Indianapolis challenged the fumble ruling, and the play was REVERSED. P.McAfee punts 54 yards to DEN 7, Center-M.Overton. T.Holliday to DEN 14 for 7 yards (S.Havili). FUMBLES (S.Havili), RECOVERED by IND-S.Brown at DEN 11. S.Brown, dead ball declared at DEN 11 for no gain."
2013-10-21,MIN,J.Locke,True,NYG,MIN,"(14:15) J.Locke punts 56 yards to NYG 16, Center-C.Loeffler. R.Randle to NYG 27 for 11 yards (L.Dean). FUMBLES (L.Dean), RECOVERED by MIN-C.Loeffler at NYG 31. C.Loeffler ran ob at NYG 31 for no gain. The Replay Assistant challenged the fumble ruling, and the play was Upheld."
2013-10-21,NYG,S.Weatherford,False,NYG,MIN,"(9:33) S.Weatherford punts 57 yards to MIN 10, Center-Z.DeOssie. M.Sherels to MIN 13 for 3 yards. FUMBLES, touched at MIN 13, RECOVERED by NYG-Z.DeOssie at MIN 3. Z.DeOssie to MIN 3 for no gain (R.Blanton). The Replay Assistant challenged the fumble ruling, and the play was Upheld."
2013-10-24,TB,M.Koenen,False,TB,CAR,"(10:04) (Punt formation) M.Koenen punts 51 yards to CAR 25, Center-A.Economos. T.Ginn to CAR 27 for 2 yards (J.Casillas). FUMBLES (J.Casillas), RECOVERED by TB-J.Casillas at CAR 27. J.Casillas to CAR 27 for no gain (D.Hixon). The Replay Assistant challenged the runner was down by contact ruling, and the play was REVERSED. (Punt formation) M.Koenen punts 51 yards to CAR 25, Center-A.Economos. T.Ginn to CAR 27 for 2 yards (J.Casillas)."
2013-10-27,,T.Morstead,False,NO,BUF,"(11:52) T.Morstead punts 55 yards to BUF 14, Center-J.Drescher. L.McKelvin to BUF 16 for 2 yards (C.White). FUMBLES (C.White), and recovers at BUF 16. L.McKelvin to BUF 18 for 2 yards (W.Herring)."
2013-10-27,,Z.Mesko,False,OAK,PIT,"(13:46) Z.Mesko punts 45 yards to OAK 34, Center-G.Warren. J.Ford to PIT 46 for 20 yards (R.Golden). FUMBLES (R.Golden), ball out of bounds at OAK 48."
2013-11-10,,B.Anger,False,TEN,JAC,"(4:38) (Punt formation) B.Anger FUMBLES (Aborted) at JAC -3, and recovers at JAC 1. B.Anger punts 45 yards to TEN 44. D.Williams to TEN 48 for 4 yards (D.McCray)."
2013-11-17,BUF,B.Moorman,False,BUF,NYJ,"(10:20) (Punt formation) B.Moorman FUMBLES (Aborted) at BUF 30, and recovers at BUF 30. B.Moorman punts 2 yards to BUF 45, out of bounds. PENALTY on BUF-N.Bradham, Ineligible Downfield Kick, 5 yards, enforced at BUF 45."
2013-11-24,OAK,B.Kern,False,OAK,TEN,"(9:05) B.Kern punts 44 yards to OAK 33, Center-B.Brinkley. J.Ford to OAK 45 for 12 yards (D.Stafford). FUMBLES (D.Stafford), recovered by OAK-B.Butler at OAK 49. B.Butler to OAK 49 for no gain (B.Brinkley)."
2013-11-24,NE,B.Colquitt,False,NE,DEN,"(13:00) B.Colquitt punts 49 yards to NE 9, Center-A.Brewer. J.Edelman MUFFS catch, and recovers at NE 9. J.Edelman to NE 17 for 8 yards (D.Trevathan). FUMBLES (D.Trevathan), recovered by NE-M.Buchanan at NE 21. M.Buchanan to NE 21 for no gain (S.Johnson)."
2013-12-01,ARI,D.Jones,False,PHI,ARI,"(12:18) D.Jones punts 37 yards to ARI 38, Center-J.Dorenbos. J.Arenas MUFFS catch, recovered by ARI-A.Cason at ARI 27. A.Cason to ARI 43 for 16 yards (C.Anderson). FUMBLES (C.Anderson), RECOVERED by PHI-J.Casey at ARI 46. J.Casey to ARI 46 for no gain (J.Brinkley). The Replay Assistant challenged the fumble ruling, and the play was REVERSED. D.Jones punts 37 yards to ARI 38. J.Arenas MUFFS catch, recovered by ARI-A.Cason at ARI 27. A.Cason to ARI 43 for 16 yards (K.Coleman)."
2013-12-01,WAS,S.Rocca,False,WAS,NYG,"(1:05) S.Rocca Aborted. K.Nelson FUMBLES at WAS 38, recovered by WAS-S.Rocca at WAS 23. S.Rocca punts 18 yards to NYG 44, downed by WAS-E.Biggers. PENALTY on WAS-K.Nelson, Offensive Holding, 10 yards, enforced at NYG 44."
2013-12-12,,M.Scifres,False,DEN,SD,"(5:57) M.Scifres FUMBLES (Aborted) at DEN 46, and recovers at DEN 46. M.Scifres punts 34 yards to DEN 3, out of bounds."
2013-12-22,BUF,B.Fields,False,BUF,MIA,"(13:11) B.Fields punts 52 yards to BUF 19, Center-J.Denney. L.McKelvin to BUF 19 for no gain (Mar.Moore). FUMBLES (Mar.Moore), recovered by BUF-S.Gilmore at BUF 21. S.Gilmore to BUF 21 for no gain (D.Jones)."
2013-12-29,,J.Ryan,False,SEA,STL,"(12:34) J.Ryan punts 50 yards to STL 37, Center-C.Gresham. A.Pettis to SEA 31 for 32 yards (R.Lockette). FUMBLES (R.Lockette), ball out of bounds at SEA 31."
2014-09-07,DEN,P.McAfee,False,DEN,IND,"(5:21) P.McAfee punts 59 yards to DEN 26, Center-M.Overton. I.Burse to DEN 26 for no gain (L.Purifoy). FUMBLES (L.Purifoy), recovered by DEN-B.Roby at DEN 26. B.Roby ran ob at DEN 29 for 3 yards."
2014-09-21,PIT,B.Wing,False,CAR,PIT,"(11:17) B.Wing punts 59 yards to CAR 12, Center-G.Warren. C.Brown MUFFS catch, and recovers at CAR 13. C.Brown to CAR 10 for -3 yards (S.Thomas). FUMBLES (S.Thomas), touched at CAR 3, RECOVERED by PIT-R.Golden at CAR -4. TOUCHDOWN."
2014-09-28,OAK,M.King,False,OAK,MIA,"(7:31) M.King punts 44 yards to MIA 43, Center-J.Condo. J.Landry to OAK 48 for 9 yards (B.Leonhardt). FUMBLES (B.Leonhardt), RECOVERED by OAK-J.Condo at OAK 43. J.Condo to OAK 43 for no gain (J.Freeny). OAK-K.Barnes was injured during the play. His return is Questionable."
2014-10-05,CHI,B.Nortman,False,CAR,CHI,"(13:34) B.Nortman punts 56 yards to CHI 7, Center-J.Jansen. S.Holmes to CHI 34 for 27 yards (A.Klein). FUMBLES (A.Klein), ball out of bounds at CHI 34. PENALTY on CHI-T.Manning, Personal Foul, 7 yards, enforced at CHI 15."
2014-10-05,CAR,P.O'Donnell,False,CAR,CHI,"(11:31) P.O'Donnell punts 43 yards to CAR 15, Center-J.Cain. C.Brown to CAR 15 for no gain (S.Perry). FUMBLES (S.Perry), recovered by CAR-A.Cason at CAR 14. A.Cason to CAR 14 for no gain (T.Scott)."
2014-10-05,HOU,S.Lechler,False,DAL,HOU,"(6:03) (Punt formation) S.Lechler punts 48 yards to DAL 31, Center-J.Weeks. D.Harris to DAL 38 for 7 yards (J.Tarpinian). FUMBLES (J.Tarpinian), RECOVERED by HOU-A.Blue at DAL 43. A.Blue to DAL 43 for no gain (K.Wilber)."
2014-10-05,BAL,S.Koch,False,IND,BAL,"(14:56) S.Koch punts 43 yards to IND 15, Center-M.Cox. G.Whalen to IND 12 for -3 yards (J.Miles). FUMBLES (J.Miles), RECOVERED by BAL-A.McClellan at IND 12. A.McClellan to IND 12 for no gain (D.McDonald). The Replay Official challenged the fumble ruling, and the play was Upheld. The ruling on the field stands."
2014-10-19,,P.McAfee,False,IND,CIN,"(14:15) P.McAfee punts 47 yards to CIN 34, Center-M.Overton. A.Jones to CIN 38 for 4 yards (D.Allen). FUMBLES (D.Allen), ball out of bounds at CIN 37."
2014-10-26,CLE,M.King,False,CLE,OAK,"(8:54) (Punt formation) M.King punts 51 yards to CLE 36, Center-J.Condo. T.Benjamin to CLE 33 for -3 yards (J.Olawale). FUMBLES (J.Olawale), recovered by CLE-E.Martin at CLE 30. E.Martin to CLE 30 for no gain (M.Rivera)."
2014-11-02,,B.Colquitt,False,NE,DEN,"(8:33) (Punt formation) B.Colquitt FUMBLES (Aborted) at DEN 19, and recovers at DEN 19. B.Colquitt punts 53 yards to NE 16. J.Edelman for 84 yards, TOUCHDOWN. Penalty on DEN, Ineligible Downfield Kick, declined. NE 11-Edelman 4th career punt return TD, new franchise record."
2014-11-03,,S.Weatherford,False,NYG,IND,"(14:55) S.Weatherford punts 58 yards to IND 32, Center-Z.DeOssie. G.Whalen to IND 34 for 2 yards. FUMBLES, and recovers at IND 32. G.Whalen to IND 32 for no gain (N.Berhe)."
2014-11-06,CIN,K.Huber,False,CIN,CLE,"(7:54) K.Huber punts 60 yards to CLE 19, Center-C.Harris. J.Leonhard to CLE 30 for 11 yards (J.Wright). FUMBLES (J.Wright), RECOVERED by CIN-S.Williams at CLE 32. S.Williams to CLE 32 for no gain (R.Taylor)."
2014-11-09,KC,D.Colquitt,False,BUF,KC,"(9:57) D.Colquitt punts 53 yards to BUF 31, Center-T.Gafford. L.McKelvin to BUF 30 for -1 yards (A.Sherman). FUMBLES (A.Sherman), RECOVERED by KC-A.Sherman at BUF 26. KC-J.Hemingway was injured during the play. His return is Probable."
2014-11-09,TEN,S.Koch,False,BAL,TEN,"(3:50) S.Koch punts 46 yards to TEN 29, Center-K.McDermott. L.Washington to TEN 46 for 17 yards (A.McClellan). FUMBLES (A.McClellan), recovered by TEN-J.McCourty at BAL 46. PENALTY on TEN-Z.Gooden, Illegal Block Above the Waist, 10 yards, enforced at TEN 38."
2014-11-16,CLE,S.Lanning,False,CLE,HOU,"(:25) (Punt formation) S.Lanning Aborted. C.Yount FUMBLES at HOU 43, recovered by CLE-S.Lanning at CLE 13. S.Lanning punts 22 yards to HOU 43, out of bounds."
2014-11-16,NO,K.Huber,False,NO,CIN,"(3:35) K.Huber punts 47 yards to NO 17, Center-C.Harris. B.Cooks to NO 21 for 4 yards (D.Dennard). FUMBLES (D.Dennard), recovered by NO-M.Ball at NO 21. M.Ball to NO 21 for no gain (C.Peerman)."
2014-11-23,NE,R.Allen,False,NE,DET,"(7:39) R.Allen Aborted. D.Aiken FUMBLES at NE 1, recovered by NE-R.Allen at NE -1. R.Allen punts 66 yards to DET 20. J.Ross to DET 21 for 1 yard (N.Ebner)."
2014-11-23,ARI,unknown,False,SEA,ARI,"(11:15) D.Butler punt is BLOCKED by D.Shead, Center-M.Leach, recovered by ARI-R.Housler at ARI 22. R.Housler to ARI 24 for 2 yards (C.Helfet). FUMBLES (C.Helfet), ball out of bounds at ARI 24."
2014-11-23,MIA,B.Fields,False,DEN,MIA,"(3:35) B.Fields punts 52 yards to DEN 12, Center-J.Denney. I.Burse to DEN 12 for no gain (D.Williams). FUMBLES (D.Williams), RECOVERED by MIA-J.Denney at DEN 12. J.Denney to DEN 12 for no gain (T.Davis)."
2014-11-27,,P.O'Donnell,False,DET,CHI,"(1:55) P.O'Donnell punts 43 yards to DET 34, Center-J.Cain. J.Ross to DET 38 for 4 yards (S.Perry). FUMBLES (S.Perry), and recovers at DET 36. J.Ross to DET 36 for no gain (D.McCray)."
2014-11-27,SEA,J.Ryan,False,SF,SEA,"(2:36) (Punt formation) J.Ryan FUMBLES (Aborted) at SEA 13, and recovers at SEA 13. J.Ryan punts 45 yards to SF 30. P.Cox to SF 39 for 9 yards (O.Schofield). FUMBLES (O.Schofield), RECOVERED by SEA-O.Schofield at SF 40. O.Schofield to SF 40 for no gain (K.Osgood). 1-yd loose ball yardage."
2014-12-07,IND,S.Lanning,False,CLE,IND,"(12:38) (Punt formation) S.Lanning punts 52 yards to IND 11, Center-C.Yount. J.Cribbs to IND 10 for -1 yards (M.Moore). FUMBLES (M.Moore), recovered by IND-J.Gordy at IND 8. J.Gordy to IND 8 for no gain (M.Moore)."
2014-12-11,,D.Butler,False,STL,ARI,"(:27) D.Butler punts 38 yards to STL 18, Center-M.Leach. T.Austin to STL 15 for -3 yards (J.Bethel). FUMBLES (J.Bethel), and recovers at STL 14. T.Austin to STL 14 for no gain (J.Bethel)."
2014-12-14,,T.Way,False,NYG,WAS,"(4:53) (Punt formation) T.Way to WAS 9 for -13 yards. FUMBLES, and recovers at WAS 9. T.Way punts 51 yards to NYG 27. O.Beckham to NYG 28 for 1 yard (N.Paul, A.Davis). Punter (#5 - T.Way), dropped the ball and then kicked it."
2014-12-21,,M.Koenen,False,TB,GB,"(11:52) (Punt formation) M.Koenen punts 46 yards to GB 30, Center-A.DePaola. R.Cobb to GB 30 for no gain (L.Johnson). FUMBLES (L.Johnson), and recovers at GB 28. R.Cobb to GB 28 for no gain (D.Lansanah)."
2015-09-17,DEN,B.Colquitt,False,KC,DEN,"(15:00) B.Colquitt punts 48 yards to KC 27, Center-A.Brewer. D.Thomas to KC 31 for 4 yards (S.Barrett). Denver challenged the runner was down by contact ruling, and the play was REVERSED. B.Colquitt punts 48 yards to KC 27, Center-A.Brewer. D.Thomas to KC 31 for 4 yards (B.Fowler). FUMBLES (B.Fowler), RECOVERED by DEN-T.Davis at KC 31. T.Davis to KC 31 for no gain (C.West). Penalty on KC-J.O'Shaughnessy, Illegal Block Above the Waist, declined."
2015-09-27,,unknown,False,BAL,CIN,"(11:09) (Punt formation) A.Levine right end to BAL 29 for 2 yards (C.Peerman). FUMBLES (C.Peerman), and recovers at BAL 30. A.Levine to BAL 30 for no gain (C.Peerman). fake punt rushed by #41 Levine"
2015-09-27,HOU,J.Schum,False,HOU,TB,"(10:20) J.Schum punts 55 yards to HOU 4, Center-A.DePaola. C.Worthy to HOU 9 for 5 yards (D.Lansanah). FUMBLES (D.Lansanah), recovered by HOU-W.Mercilus at HOU 6. W.Mercilus to HOU 6 for no gain (D.Lansanah)."
2015-10-11,TEN,B.Kern,False,TEN,BUF,"(11:21) (Punt formation) B.Kern punts 58 yards to BUF 12, Center-B.Brinkley. D.Moore to BUF 40 for 28 yards (J.Fowler; B.Brinkley). Tennessee challenged the runner was down by contact ruling, and the play was REVERSED. (Punt formation) B.Kern punts 58 yards to BUF 12, Center-B.Brinkley. D.Moore to BUF 39 for 27 yards (J.Fowler). FUMBLES (J.Fowler), RECOVERED by TEN-S.Johnson at BUF 39. S.Johnson to BUF 39 for no gain (R.Johnson). Penalty on BUF-D.Williams, Illegal Block Above the Waist, declined."
2015-10-11,DEN,B.Colquitt,False,OAK,DEN,"(:08) B.Colquitt punts 43 yards to OAK 2, Center-A.Brewer. A.Cooper to OAK 20 for 18 yards. Lateral to L.Alexander to OAK 28 for 8 yards (S.Barrett). FUMBLES (S.Barrett), RECOVERED by DEN-D.Bruton at OAK 27. D.Bruton to OAK 27 for no gain (J.Olawale)."
2015-10-18,SF,S.Koch,False,SF,BAL,"(8:56) S.Koch punts 46 yards to SF 29, Center-M.Cox. J.Hayne to SF 36 for 7 yards (A.Levine). FUMBLES (A.Levine), recovered by SF-D.Johnson at SF 33. D.Johnson to SF 33 for no gain (T.Walker). J.Hayne credited with 4-yd return."
2015-10-25,IND,T.Morstead,False,IND,NO,"(6:53) T.Morstead punts 45 yards to IND 10, Center-J.Drescher. G.Whalen to IND 19 for 9 yards (A.Davis). FUMBLES (A.Davis), recovered by IND-T.Carter at IND 19. T.Carter to IND 19 for no gain (R.Humber). PENALTY on IND-D.McDonald, Illegal Use of Hands, 5 yards, enforced at IND 10."
2015-10-26,ARI,D.Butler,False,ARI,BAL,"(3:01) D.Butler punts 55 yards to BAL 16, Center-M.Leach. J.Ross to BAL 24 for 8 yards (J.Bethel). FUMBLES (J.Bethel), RECOVERED by ARI-J.Bethel at BAL 25. J.Bethel to BAL 25 for no gain (J.Ross). PENALTY on BAL-A.Jackson, Unnecessary Roughness, 13 yards, enforced at BAL 25. The Replay Official reviewed the fumble ruling, and the play was Upheld. The ruling on the field stands."
2015-11-01,NO,B.Wing,False,NO,NYG,"(:20) B.Wing punts 46 yards to NO 29, Center-Z.DeOssie. M.Murphy to NYG 47 for 24 yards (C.Dahl). FUMBLES (C.Dahl), recovered by NO-W.Snead at NYG 47. W.Snead to NYG 47 for no gain (B.Wing). PENALTY on NYG-B.Wing, Face Mask (15 Yards), 15 yards, enforced at NYG 47. The ball was fumbled FORWARD, and ruled down at the 47 yardline.  The penalty for a face mask moved it to the 32."
2015-11-08,TEN,B.Kern,False,NO,TEN,"(8:54) B.Kern punts 54 yards to NO 40, Center-B.Brinkley. M.Murphy to NO 42 for 2 yards (C.Riggs). FUMBLES (C.Riggs), RECOVERED by TEN-S.Johnson at NO 42. S.Johnson to NO 42 for no gain (M.Murphy)."
2015-11-08,OAK,M.King,False,PIT,OAK,"(6:18) (Punt formation) M.King punts 50 yards to PIT 39, Center-J.Condo. A.Brown to PIT 39 for no gain (A.Holmes). FUMBLES (A.Holmes), RECOVERED by OAK-R.Armstrong at PIT 39. R.Armstrong to PIT 39 for no gain (A.Brown)."
2015-11-15,STL,J.Hekker,False,STL,CHI,"(7:37) J.Hekker punts 45 yards to CHI 21, Center-J.McQuaide. M.Mariani to CHI 22 for 1 yard (B.Marquez). FUMBLES (B.Marquez), RECOVERED by STL-M.Alexander at CHI 20. M.Alexander to CHI 17 for 3 yards (M.Mariani)."
2015-11-22,,M.King,False,DET,OAK,"(11:22) M.King FUMBLES (Aborted) at OAK 27, and recovers at OAK 28. M.King punts 47 yards to DET 11. G.Tate to DET 11 for no gain (A.Holmes)."
2015-11-22,,R.Quigley,False,HOU,NYJ,"(9:08) R.Quigley punts 47 yards to HOU 20, Center-T.Purdum. K.Mumphery to HOU 23 for 3 yards (T.Reilly). FUMBLES (T.Reilly), and recovers at HOU 23. K.Mumphery to HOU 23 for no gain (E.Henderson)."
2015-11-23,NE,R.Allen,False,NE,BUF,"(2:50) R.Allen punts 34 yards to BUF 30, Center-J.Cardona. L.McKelvin to BUF 32 for 2 yards (B.King). FUMBLES (B.King), RECOVERED by NE-J.Freeny at BUF 35. J.Freeny to BUF 30 for 5 yards (J.Meeks). FUMBLES (J.Meeks), ball out of bounds at BUF 30."
2015-12-06,SEA,J.Locke,False,MIN,SEA,"(4:09) J.Locke punts 47 yards to SEA 35, Center-K.McDermott. T.Lockett to SEA 45 for 10 yards. FUMBLES (B.Watts), ball out of bounds at SEA 45. PENALTY on SEA-M.Morgan, Illegal Block Above the Waist, 10 yards, enforced at SEA 35. Penalty on SEA-D.Coleman, Offensive Holding, declined."
2015-12-07,DAL,C.Jones,False,WAS,DAL,"(1:47) C.Jones punts 41 yards to WAS 16, Center-L.Ladouceur. D.Jackson to WAS 9 for -7 yards (J.Wilcox). FUMBLES (J.Wilcox), RECOVERED by DAL-C.Jones at WAS 15. C.Jones to WAS 15 for no gain (D.Jackson). The Replay Official reviewed the fumble ruling, and the play was Upheld. The ruling on the field stands."
2015-12-13,SD,M.Scifres,False,KC,SD,"(2:16) M.Scifres punts 55 yards to KC 5, Center-M.Windt. F.Hammond to KC 22 for 17 yards (J.Attaochu). FUMBLES (J.Attaochu), RECOVERED by SD-M.Windt at KC 26. M.Windt to KC 26 for no gain (D.Alexander). Penalty on KC, declined. Officials did not annouce type of penalty or player. It was declined by San Diego ,"
2015-12-20,TEN,B.Kern,False,NE,TEN,"(11:35) B.Kern punts 61 yards to NE 20, Center-B.Brinkley. D.Amendola to NE 25 for 5 yards (P.Supernaw). FUMBLES (P.Supernaw), RECOVERED by TEN-C.Riggs at NE 26. C.Riggs to NE 26 for no gain (J.Richards). Penalty on NE-L.Ryan, Illegal Block Above the Waist, declined."
2015-12-20,ARI,D.Jones,False,PHI,ARI,"(5:34) D.Jones punts 53 yards to ARI 27, Center-J.Dorenbos. P.Peterson to ARI 33 for 6 yards. FUMBLES, recovered by ARI-T.Niklas at ARI 33. T.Niklas to ARI 33 for no gain (B.Celek)."
2015-12-27,HOU,S.Lechler,False,TEN,HOU,"(5:35) (Punt formation) S.Lechler punts 56 yards to TEN 6, Center-J.Weeks. H.Douglas to TEN 9 for 3 yards (A.Blue). FUMBLES (A.Blue), RECOVERED by HOU-J.Weeks at TEN 11. J.Weeks to TEN 11 for no gain (J.Staples)."
2016-01-03,NYG,B.Wing,False,NYG,PHI,"(9:22) B.Wing Aborted. T.Ott FUMBLES at NYG 45, recovered by NYG-B.Wing at NYG 45. B.Wing punts 42 yards to PHI 2, downed by NYG-J.Hosley."
2016-01-03,CAR,B.Nortman,False,CAR,TB,"(10:17) B.Nortman punts 51 yards to TB 17, Center-J.Jansen. B.Rainey to TB 22 for 5 yards (T.Williams). FUMBLES (T.Williams), RECOVERED by CAR-J.Webb at TB 17. J.Webb to TB 3 for 14 yards (K.McFadden)."
2016-09-18,,S.Martin,False,DET,TEN,"(7:15) S.Martin punts 48 yards to TEN 10, Center-D.Muhlbach. M.Mariani to TEN 19 for 9 yards (B.Copeland). FUMBLES (B.Copeland), ball out of bounds at TEN 17."
2016-09-18,SEA,J.Ryan,False,LA,SEA,"(11:03) J.Ryan to SEA 36 for -14 yards. FUMBLES, and recovers at LA 36. J.Ryan punts 45 yards to LA 5, downed by SEA-T.Powell."
2016-09-22,NE,S.Lechler,False,NE,HOU,"(8:26) S.Lechler punts 57 yards to NE 5, Center-J.Weeks. C.Jones to NE 18 for 13 yards. FUMBLES, recovered by NE-B.Mingo at NE 25. Houston challenged the fumble ruling, and the play was REVERSED. S.Lechler punts 57 yards to NE 5, Center-J.Weeks. C.Jones to NE 18 for 13 yards (J.Grimes)."
2016-09-22,,S.Lechler,False,NE,HOU,"(5:03) S.Lechler punts 55 yards to NE 6, Center-J.Weeks. C.Jones to NE 16 for 10 yards (J.Grimes). FUMBLES (J.Grimes), and recovers at NE 16. C.Jones to NE 16 for no gain (J.Grimes)."
2016-09-25,DEN,R.Dixon,False,CIN,DEN,"(:12) R.Dixon punts 45 yards to CIN 46, Center-C.Kreiter. A.Jones to CIN 49 for 3 yards (Z.Anderson). FUMBLES (Z.Anderson), RECOVERED by DEN-S.Keo at CIN 46. S.Keo to CIN 46 for no gain (J.Wright). The Replay Official reviewed the fumble ruling, and the play was Upheld. The ruling on the field stands."
2016-10-06,ARI,B.Pinion,False,SF,ARI,"(12:01) B.Pinion punts 51 yards to ARI 20, Center-K.Nelson. Jo.Brown to ARI 27 for 7 yards (N.Bellore). FUMBLES (N.Bellore), recovered by ARI-B.Golden at ARI 27. B.Golden to ARI 27 for no gain (M.Wilhoite)."
2016-10-06,SF,R.Quigley,False,SF,ARI,"(9:12) R.Quigley punts 47 yards to SF 9, Center-A.Brewer. J.Kerley to SF 12 for 3 yards (K.Martin). FUMBLES (K.Martin), recovered by SF-M.Cromartie at SF 13. M.Cromartie to SF 13 for no gain (A.Okafor). 1-yd loose ball yardage."
